郑州|金水区|2室1厅|91.52平米|东|精装|32|塔楼|142.9万
郑州|金水区|3室2厅|136平米|南北|毛坯|7|板楼|195万
郑州|金水区|3室1厅|110.03平米|南|简装|23|板塔结合|175万
郑州|金水区|2室1厅|82.24平米|南|精装|33|塔楼|119万
郑州|金水区|3室2厅|130.96平米|南|毛坯|24|板楼|258万
郑州|金水区|2室2厅|89.79平米|北南|精装|18|板楼|199万
郑州|金水区|2室2厅|86.65平米|南北|简装|18|板楼|145万
郑州|金水区|4室2厅|190平米|南北|毛坯|6|暂无数据|355万
郑州|金水区|2室1厅|73.79平米|南北|简装|7|板楼|93万
郑州|金水区|2室1厅|80.01平米|南|精装|29|塔楼|100万
郑州|金水区|3室2厅|100.59平米|南北|精装|6|板楼|128万
郑州|金水区|3室2厅|136.51平米|南北|其他|25|板楼|258万
郑州|金水区|5室2厅|202.24平米|南北|精装|5|板楼|465万
郑州|金水区|3室2厅|138.8平米|南北|简装|6|板楼|220万
郑州|金水区|2室2厅|80.51平米|西|简装|31|塔楼|92.5万
郑州|金水区|3室2厅|88.92平米|南|精装|34|板塔结合|162万
郑州|金水区|3室2厅|88.92平米|南|精装|34|板塔结合|161万
郑州|金水区|3室2厅|145.72平米|南|简装|11|板楼|205万
郑州|金水区|4室2厅|204.17平米|南北|精装|7|板楼|216.2万
郑州|金水区|3室2厅|98.96平米|南北|简装|7|板楼|145万
郑州|金水区|3室2厅|93.14平米|南|精装|30|板楼|175万
郑州|金水区|3室2厅|164.32平米|南北|精装|30|板楼|350万
郑州|金水区|3室2厅|89.18平米|南|精装|27|板楼|173万
郑州|金水区|3室2厅|139.63平米|南|精装|32|板塔结合|445万
郑州|金水区|3室2厅|97.29平米|南西南西|简装|26|板楼|155万
郑州|金水区|2室1厅|44.33平米|东东南南西南|精装|16|塔楼|64万
郑州|金水区|1室0厅|22.17平米|南|简装|32|塔楼|55万
郑州|金水区|5室2厅|185.38平米|南北|简装|6|板楼|135万
郑州|金水区|2室2厅|102.83平米|南|其他|12|板塔结合|140万
郑州|金水区|3室2厅|150.64平米|南|简装|28|板塔结合|225万
郑州|金水区|2室2厅|83.8平米|南|简装|33|板楼|156万
郑州|金水区|3室2厅|150.09平米|南|精装|11|板塔结合|340万
