城市|区域|户型|面积|楼层|朝向_东|朝向_北|朝向_南|朝向_西|装修_毛坯|装修_简装|装修_精装|板塔_塔楼|板塔_板塔结合|板塔_板楼|房价
郑州|二七区|6|108.36|34|0|0|1|0|0|0|1|0|1|0|128
郑州|二七区|3|88.46|18|0|0|1|0|0|0|1|0|0|1|110
郑州|二七区|6|88.13|27|0|0|1|0|0|0|1|0|1|0|135
郑州|二七区|3|87.71|33|0|0|1|0|0|0|1|0|1|0|142
郑州|二七区|2|48.71|6|0|0|1|0|0|0|1|0|1|0|406
郑州|二七区|6|86.77|34|1|0|0|0|0|1|0|0|0|1|131
郑州|二七区|2|86.77|27|0|0|1|0|0|1|0|0|0|1|92
郑州|二七区|8|86.77|32|0|0|1|0|1|0|0|0|0|1|193
郑州|二七区|3|86.77|32|0|0|1|0|0|0|1|0|0|1|135
郑州|二七区|3|91.42|33|0|0|1|0|0|0|1|0|1|0|91
郑州|二七区|3|91.42|33|0|0|1|0|0|1|0|0|0|1|1295
郑州|二七区|6|95.22|33|0|0|1|0|0|0|1|0|0|1|181
郑州|二七区|2|61.46|7|0|0|1|0|0|1|0|0|0|1|495
郑州|二七区|1|33.82|5|0|0|1|0|0|1|0|0|0|1|31
郑州|二七区|3|86.25|34|0|0|1|0|0|1|0|0|0|1|106
郑州|二七区|2|72.86|7|0|0|1|0|0|1|0|0|0|1|96
郑州|二七区|3|92.72|31|0|0|1|0|0|0|1|1|0|0|135
郑州|二七区|3|93.79|31|0|0|1|0|0|0|1|0|0|1|158
郑州|二七区|6|88.34|27|0|0|1|0|0|0|1|0|0|1|133
郑州|二七区|5|71.47|7|0|0|1|0|0|1|0|0|0|1|80
郑州|二七区|6|140.35|21|0|0|1|0|0|0|1|0|0|1|338
郑州|二七区|6|87.99|32|0|0|1|0|0|0|1|0|1|0|145
郑州|二七区|5|78.26|7|0|0|1|0|0|1|0|0|0|1|60
郑州|二七区|6|164.43|28|0|0|1|0|0|0|1|1|0|0|368
郑州|二七区|6|90.25|32|0|0|1|0|0|0|1|0|1|0|121
郑州|二七区|6|90.25|7|0|0|1|0|0|1|0|0|0|1|161
郑州|二七区|6|136.75|33|0|0|1|0|0|0|1|0|0|1|243
郑州|二七区|3|89.37|13|0|0|1|0|0|1|0|0|1|0|105
郑州|二七区|6|128.88|7|0|0|1|0|0|0|1|0|0|1|132
郑州|二七区|6|126.98|27|0|0|1|0|0|1|0|0|1|0|185
郑州|二七区|5|124.13|6|0|0|1|0|0|1|0|0|0|1|2228
郑州|二七区|6|100.79|34|0|0|1|0|0|0|1|0|0|1|165
郑州|二七区|6|100.79|31|0|0|1|0|0|1|0|0|0|1|89
郑州|二七区|5|89.57|20|0|0|1|0|0|1|0|0|0|1|120
郑州|二七区|3|83.07|34|0|0|1|0|0|0|1|1|0|0|160
郑州|二七区|6|116.22|11|0|0|1|0|0|1|0|0|0|1|157
郑州|二七区|8|181.84|7|0|0|1|0|0|1|0|0|0|1|158
郑州|二七区|5|71.92|7|0|0|1|0|0|0|1|0|0|1|65
郑州|二七区|8|181.84|7|0|0|1|0|0|1|0|0|0|1|158
郑州|二七区|2|70.36|6|0|1|0|0|0|1|0|0|0|1|55
郑州|二七区|2|80.56|34|0|0|1|0|0|1|0|0|0|1|91
郑州|二七区|2|94.46|33|0|0|1|0|0|1|0|0|1|0|1025
郑州|二七区|1|41.23|18|0|1|0|0|0|0|1|0|1|0|58
郑州|二七区|2|60.11|7|0|0|1|0|0|1|0|1|0|0|72
郑州|二七区|0|47.53|25|0|1|0|0|0|0|1|1|0|0|48
郑州|二七区|3|83.97|6|0|0|1|0|0|0|1|0|0|1|110
郑州|二七区|3|88.68|34|0|0|1|0|0|0|1|0|0|1|165
郑州|二七区|3|85.05|34|0|0|1|0|0|1|0|0|0|1|100
郑州|二七区|1|41.02|28|0|0|1|0|0|1|0|0|1|0|23
郑州|二七区|1|59.13|31|0|1|0|0|0|1|0|0|1|0|53
郑州|二七区|2|87.27|11|0|0|1|0|0|1|0|0|1|0|110
郑州|二七区|2|54.74|7|1|0|0|0|0|1|0|1|0|0|39
郑州|二七区|4|71.97|4|0|0|1|0|0|1|0|0|0|1|58
郑州|二七区|2|56.63|5|0|0|1|0|0|0|1|0|0|1|116
郑州|二七区|5|87.48|18|1|0|0|0|0|0|1|0|0|1|120
郑州|二七区|2|56.91|7|0|0|1|0|0|0|1|0|0|1|60
郑州|二七区|5|93.72|5|0|0|1|0|0|1|0|0|0|1|86
郑州|二七区|6|121.12|32|1|0|0|0|0|0|1|0|0|1|166
郑州|二七区|2|121.12|7|0|0|1|0|0|0|1|0|0|1|55
郑州|二七区|3|121.12|23|0|0|0|1|0|0|1|0|1|0|1215
郑州|二七区|1|52.05|32|1|0|0|0|0|0|1|0|1|0|523
郑州|二七区|1|60.45|31|0|1|0|0|0|1|0|1|0|0|53
郑州|二七区|0|42.44|28|1|0|0|0|0|1|0|1|0|0|42
郑州|二七区|7|141.94|26|0|0|1|0|1|0|0|0|0|1|180
郑州|二七区|6|141.94|22|0|0|1|0|0|1|0|0|0|1|115
郑州|二七区|5|87.14|7|0|0|1|0|0|1|0|0|0|1|93
郑州|二七区|7|107.15|6|0|0|1|0|0|1|0|0|0|1|96
郑州|二七区|6|86.03|27|0|0|1|0|1|0|0|0|0|1|1069
郑州|二七区|5|96.17|34|0|0|1|0|1|0|0|0|0|1|1498
郑州|二七区|2|66.73|7|0|0|1|0|0|1|0|0|0|1|548
郑州|二七区|0|41.58|32|0|1|0|0|0|1|0|0|1|0|50
郑州|二七区|3|97.06|7|0|0|1|0|0|1|0|0|0|1|101
郑州|二七区|3|81.78|18|0|0|1|0|0|1|0|0|1|0|898
郑州|二七区|2|60.47|7|0|0|1|0|0|1|0|0|0|1|60
郑州|二七区|2|70.82|16|0|0|1|0|0|1|0|0|1|0|85
郑州|二七区|3|104.73|17|0|0|1|0|0|0|1|0|1|0|139
郑州|二七区|3|104.73|33|0|0|1|0|0|1|0|0|1|0|103
郑州|二七区|0|53.07|34|0|0|0|1|0|0|1|0|0|1|63
郑州|二七区|3|93.12|7|0|0|1|0|0|1|0|0|0|1|102
郑州|二七区|2|93.12|34|0|0|1|0|0|1|0|0|0|1|101
郑州|二七区|2|56.29|7|0|0|1|0|0|1|0|0|0|1|438
郑州|二七区|2|69.69|34|0|0|1|0|0|0|1|1|0|0|68
郑州|二七区|2|65.88|33|0|0|1|0|0|0|1|0|0|1|103
郑州|二七区|1|42.06|7|0|0|1|0|1|0|0|0|0|1|295
郑州|二七区|0|46.52|34|0|0|0|1|0|1|0|1|0|0|46
郑州|二七区|3|86.32|33|0|0|1|0|0|0|1|0|0|1|130
郑州|二七区|3|93.96|6|0|0|1|0|0|0|1|0|0|1|163
郑州|二七区|2|90.56|31|0|0|1|0|0|0|1|1|0|0|112
郑州|二七区|2|74.74|34|0|0|1|0|0|1|0|0|0|1|95
郑州|二七区|6|89.56|34|0|0|0|1|0|0|1|0|0|1|130
郑州|二七区|2|59.25|7|0|0|1|0|0|1|0|0|0|1|65
郑州|二七区|3|59.25|18|0|0|1|0|0|0|1|0|1|0|150
郑州|二七区|2|84.94|17|0|0|1|0|0|1|0|0|1|0|95
郑州|二七区|3|77.18|32|0|0|1|0|0|0|1|0|1|0|110
郑州|二七区|3|89.23|34|0|0|1|0|0|0|1|0|0|1|106
郑州|二七区|2|86.45|17|0|0|1|0|0|1|0|0|1|0|103
郑州|二七区|3|82.54|31|0|0|1|0|0|1|0|0|1|0|112
郑州|二七区|2|99.35|6|0|0|1|0|0|0|1|0|0|1|140
郑州|二七区|5|95.79|5|0|0|1|0|0|0|1|0|0|1|94
郑州|二七区|5|65.88|5|0|0|1|0|0|0|1|0|0|1|54
郑州|二七区|3|78.73|18|0|0|1|0|0|0|1|0|1|0|105
郑州|二七区|6|149.83|58|0|0|1|0|0|0|1|1|0|0|345
郑州|二七区|6|149.83|21|0|0|1|0|0|0|1|0|0|1|133
郑州|二七区|5|72.35|7|0|0|1|0|0|1|0|0|0|1|42
郑州|二七区|3|89.75|32|0|0|1|0|0|0|1|0|1|0|126
郑州|二七区|2|55.43|7|0|0|1|0|0|1|0|0|0|1|60
郑州|二七区|3|55.43|31|1|0|0|0|0|1|0|0|1|0|135
郑州|二七区|5|77.09|5|0|0|1|0|0|1|0|0|0|1|55
郑州|二七区|8|146.02|25|0|0|1|0|0|0|1|0|0|1|225
郑州|二七区|6|91.51|31|0|0|1|0|0|0|1|0|1|0|126
郑州|二七区|5|50.99|6|0|0|1|0|0|1|0|0|0|1|50
郑州|二七区|1|43.99|28|0|1|0|0|0|1|0|0|1|0|59
郑州|二七区|6|90.33|32|0|0|1|0|0|1|0|1|0|0|127
郑州|二七区|5|90.97|26|0|0|1|0|0|0|1|0|0|1|115
郑州|二七区|5|121.26|27|0|0|1|0|1|0|0|0|1|0|155
郑州|二七区|6|131.38|15|0|0|1|0|0|0|1|0|0|1|230
郑州|二七区|2|56.63|5|0|0|1|0|0|1|0|0|0|1|735
郑州|二七区|3|77.23|27|0|0|1|0|0|0|1|0|1|0|98
郑州|二七区|2|62.52|7|0|0|1|0|0|0|1|0|0|1|52
郑州|二七区|2|58.31|7|0|0|1|0|0|1|0|0|0|1|68
郑州|二七区|3|95.03|11|0|0|1|0|0|1|0|0|0|1|148
郑州|二七区|2|82.48|34|0|0|1|0|0|0|1|0|0|1|105
郑州|二七区|2|73.81|27|0|0|1|0|0|0|1|0|0|1|89
郑州|二七区|3|73.81|7|0|0|1|0|0|1|0|0|0|1|99
郑州|二七区|3|77.91|27|0|0|1|0|0|1|0|0|1|0|94
郑州|二七区|2|60.31|6|0|0|1|0|0|1|0|0|0|1|51
郑州|二七区|6|122.76|6|0|0|1|0|0|1|0|0|0|1|179
